der	Regenmantel/ -"	the raincoat
das	Erdgeschoss/ -e	the ground floor
das	Esszimmer/ -	the dining room
die	Arbeitslosigkeit/ -en	the unemployment
der	Bauernhof/ -"e	the farm ('B_')
die	Polizeiwache/ -n	the police station
der	Klumpen/ -	the lump
das	Lagerfeuer/ -	the campfire
das	Zimmermädchen/ -	the maid
die	Schminke/ -n	the cosmetics
das	Gasthaus/ -"er	the Inn, hotel, tavern (Gasthof, or ...)
die	Tomate/ -n	the tomato
der	Krampf/ -"e	the cramp, spasm, convulsion
die	GmbH/ -s	the limited liability company
der	Weihnachtsbaum/ -"e	the Christmas tree
der	Apotheker/ -	the pharmacist, druggist
das	Billard	the billiards (no plural)
das	Campen	the camping (as an activity) (camping, zelten or ...) (no plural)
die	Gleichheit/ -en	the equality (not 'Gleichberechtigung')
die	Ohrfeige/ -n	slap in the face
das	Abitur	the Gymnasium final year exam (no plural)
das	Stichwort/ -"er	the key word
die	Auseinandersetzung/ -en	the argument (not 'St_', 'Ar_')
das	Babysitten	the babysitting (no plural)
das	Toilettenpapier/ -e	the toilet paper ( Klopapier, or ...)
der	Weißwein/ -e	the white wine
die	Rübe/ -n	German colloquial for "head", Turnip, (R...)
die	Einführung/ -en	the introduction (i.e. of a law, a product, a method, etc)
der	Reiseführer/ -	the tour guide, guidebook
die	Statistik/ -en	the statistic
die	Fläche/ -n	the area, surface, expanse, flat
der	Holzfäller/ -	the lumberjack, logger
die	Festplatte/ -n	the hard drive, hard disk
die	Schrecken/ -	the horror, the terror, the shock
der	Dirigent/ -en	conductor, director
der	Handwerker	the craftsperson
der	Sketch/ -e	the sketch
der	Gitarrist (male)/ -en/ -en	the male guitarist
das	Waschbecken/ -	the sink, washbasin ('W_')
der	Schweinestall/ -"e	the pigsty, pigpen, pigstall
die	Kanne/ -n	the pot, (Topf, or ...)
der	Kapitalismus	capitalism (no plural)
die	Windschutzscheibe/ -n	the windshield, windscreen
die	Güter	the commodities, goods (plural only)
die	Epoche/ -n	the era, epoch, age (Zeitraum, Zeitalter, or ...)
die	Mülltonne/ -n	the garbage bin, garbage can ('Mülleimer', 'Abfalleimer', ...)
das	Waisenkind/ -er	the orphan
die	Stereoanlage/ -n	the stereo (system)
die	Turnhalle/ -n	the gymnasium
der	Dialekt/ -e	the dialect
das	Klischee/ -s	the cliché
der	Juwelier/ -e	the jeweler
der	PC/ -s	the PC
der	Franken/ -	the franc (former French currency)
die	Karotte/ -n	the carrot
der	Abteilungsleiter/ -	the manager, department manager, department head ('A_')
das	Lebensjahr/ -e	the year of age, (not 'Lebensalter') ('L_')
der	Cappuccino/ -s	the cappuccino
die	Erzählung/ -en	the story, narrative (Geschichte, Bericht, or ...)
die	Währung/ -en	the currency
der	Buchstabe/ -n	the letter of the alphabet
der	Schauer/ -	the shower (light rain) awe, thrill, shiver, shudder, chill
die	Attraktion/ -en	the attraction (Anziehung, or ...)
der	Geburtsort/ -e	the birthplace
das	Hochhaus/ -"er	the high-rise
der	Schlafsack/ -"e	the sleeping bag
der	Most/ -e	the cider (Austria / South Germany)
die	Bushaltestelle/ -n	the bus stop
das	Wunderkind/ -er	the child prodigy
der	Jockey/ -s	the jockey
die	Geldstrafe/ -n	the fine (Gelbüße or ...'G_')
der	Senior/ -en	the male senior citizen
die	Vorderseite/ -n	the front
die	Fotografie/ -n	the photograph
die	Lilie/ -n	the lily
das	Vitamin/ -e	the vitamin
das	Reisebüro/ -s	the travel agency
der	Essig	the vinegar (no plural)
der	Moderator/ -en	the moderator
die	Halskette/ -n	the necklace
das	Neujahr/ -e	the New Year
der	Ohrring/ -e	the earring
der	Wetterbericht/ -e	the weather forecast
die	Ausdauer	the endurance, stamina, perseverance (no plural)
der	Nachteil/ -e	the disadvantage
die	Expertin/ -nen	the female expert
die	Mithilfe	the assistance ('M_')(no plural)
das	Diplom/ -e	the degree, diploma, certificate
das	Vorstellungsgespräch/ -e	the job interview ('V_')
die	Großstadt/ -"e	Big city, large metropolitan area
der	Athlet/ -en/ -en	the athlete
die	Synagoge/ -n	the synagogue
der	Apfelkuchen/ -	the apple pie
der	Badeanzug/ -"e	the bathing suit
die	Landwirtschaft/ -en	the agriculture, farming
die	Nutzung/ -en	the exploitation, usage, utilization, use (N...)
der	Spielraum/ -"e	the leeway, scope, margin, clearance
die	stags	Tuesdays, on Tuesdays
das	Sonderangebot/ -e	the special sales offer
der	Kassierer/ -	the male cashier
der	Pianist/ -en/ -en	the male pianist
die	Videokamera/ -s	the video camera
die	Armbanduhr/ -en	the wrist watch
der	Kleiderschrank/ -"e	the wardrobe
der	Likör/ -e	the liquor
der	Türke/ -n/ -n	the male Turk
die	Socke/ -n	the sock
die	Giraffe/ -n	the giraffe
das	Besteck	the silverware, cutlery (no plural)
der	Ladenbesitzer/ -	the store owner, shop owner
die	Zwiebel/ -n	the onion
der	Sonnenbrand/ -"e	the sunburn
der	Vorort/ -e	the suburb
die	Aussprache/ -n	the pronunciation, utterance
der	Europäer/ -	the male European
die	Fete/ -n	the party (not Feier) ('F_')
die	Zahnschmerzen	the toothache (plural only)
der	Bahnsteig/ -e	the train station platform
die	Monarchie/ -n	the monarchy
die	Gebühr/ -en	the charge, fee, tax, toll
die	Russin/ -nen	the female Russian person
die	Alpen	the Alps (plural only)
die	Verpackung/ -en	the packaging
der	Rüssel/ -	the trunk (of an elephant)
die	Nationalität/ -en	the nationality
der	Spinat/ -e	the spinach
der	Pferdeschwanz/ -"e	the pony tail, horse's tail
der	Rassismus	the racism (no plural)
der	Rockstar/ -s	the rock star
der	Horrorfilm/ -e	the horror film
der	Quadratmeter/ -	the square meter
die	Laus/ -"e	the louse
der	Papierkorb/ -"e	the wastepaper basket
die	Krankenversicherung/ -en	the health insurance
die	Schulzeit/ -en	the school day, school year
der	Umsatz/ -"e	the turnover, revenue, sales
die	Hymne/ -n	the hymn
das	Olivenöl/ -	the olive oil
die	Vorspeise/ -n	the appetizer, starter
das	Mikroskop/ -e	the microscope
die	Vorwahl/ -en	Code, preselection, preliminary election, area code, dialing code
der	Vorsatz/ -"e	the resolution (new years), purpose, intent, malice, premeditation
der	Abwasch	the kitchen sink, dish washing, washing up, dirty dishes (no plural)
die	Mikrowelle/ -n	the microwave
der	Beschäftigte/ -n	the employee, employed person ('B_')
der	Programmierer/ -	the programmer
der	Marktplatz/ -"e	the market place
die	Brosche/ -n	the brooch
das	Arbeitsamt/ -"er	the employment office, employment agency, job centre
die	Straßenbahn/ -en	the tram, the streetcar
der	Brunch/ -es	the brunch
die	Buche/ -n	the beech tree
die	Kassiererin/ -nen	the female cashier
die	Warze/ -n	the wart
die	Aufforderung/ -en	the invitation, request, challenge
die	Fahrerin/ -nen	the female driver
das	Sauerkraut	the sauerkraut (no plural)
der	Abschleppwagen/ -	the tow truck
der	Wortschatz/ -"e	the vocabulary ('W_')
der	Gebildete/ -n	the educated person
die	Rückenschmerzen	the backache (plural only)
die	Integration/ -en	the integration
der	Rhein	the Rhine (no plural)
die	Lira/ die Lire	the lira (former Italian currency)
der	Schulabschluss/ -"e	graduation, high school diploma
der	Fotoapparat/ -e	the camera ('F_')
die	Bettwäsche	the bedlinen (no plural)
der	Zimt	the cinnamon (no plural)
der	Spalt/ -e	the gap, fissure, slit, crack
die	Druckerei/ -en	the print shop
der	Fleischer/ -	the butcher ('F_')
die	BRD	the FRG, Federal Republic of Germany
der	Tenor/ -"e	the thrust (theme, content, topic, purpose) tenor
der	Knopf/ -"e	the button, knob
der	Automat/ -en/ -en	the vending machine
der	Wasserhahn/ -"e	the water faucet, faucet, the tap
das	Stadtzentrum/ die Stadtzentren	the city or town center
die	Spalte/ -n	column (page, chart), slot, crevice, fissure, cleft, crack
der	Gasthof/ -"e	the inn, hotel (Gasthaus, or ...)
die	Untertasse/ -n	the saucer
das	Bewerbungsgespräch/ -e	the job interview ('B_')
das	Referat/ -e	the presentation, lecture, report, department
die	Anmeldung/ -en	the application, registration, enrollment, login
die	Tastatur/ -en	the computer keyboard
der	Schornstein/ -e	the chimney, smokestack
der	Strumpf/ -"e	the stocking
die	Weltmeisterschaft/ -en	The world Championship, World Cup
die	Erkrankung/ -en	the illness (Krankheit, or ...)
die	Strumpfhose/ -n	the tights, pantyhose
der	Beauftragter/ die Beauftragten	the (male) appointee, designee, advocate, representative, agent (B_)
die	Sommerferien	the summer vacation (plural only)
der	Kontext/ -e	the context
das	Trikot/ -s	the jersey
das	Eishockey	the ice hockey (no plural)
der	Zusatz/ -"e	the addendum, augmentation, supplement, addition
der	Sicherheitsgurt/ -e	the seatbelt, safety belt, safety harness
der	Käsekuchen/ -	the cheesecake
die	Pfote/ -n	the paw
die	Allee/ -n	the alley, the avenue
der	Holocaust	the holocaust (no plural)
das	Parkett/ -e	the parquet flooring (no plural): a type of cross-woodboard pattern
die	Sozialhilfe	the welfare, social assistance (no plural)
das	Müsli	the muesli (cold, whole grain cereal with nuts and fruit, usually served with milk) (no plural)
die	Tapete/ -n	the wallpaper
die	Schwierigkeit/ -en	the difficulty
die	Seifenoper/ -n	the soap opera
die	Betreuung	the care, support (customer support), maintenance (no plural)
die	Hecke/ -n	the hedge, hedgerow
die	Makkaroni	the macaroni (plural only)
der	Schlosser/ -	the locksmith, metalworker, toolmaker
der	Terminkalender/ -	the diary, appointment book, appointment schedule
die	Friseuse/ -n	the female hairdresser (outdated, or often used pejoratively)
die	Förderung/ -en	the support, promotion, sponsorship, encouragement,
das	Namensschild/ -er	the name plate, name tag
die	Nudel/ -n	the noodle
der	Treibhauseffekt/ -e	the greenhouse effect
die	Muttersprache/ -n	the mother tongue
das	Kilogramm/ -	the kilogram
die	Koalition/ -en	the coalition
die	Annäherung/ -en	the approach, approximation, drawing near, convergence
die	Popmusik/ -en	the pop music
der	Schlager/ -	the hit, hit song, pop song
die	Vorschau/ -en	the preview, teaser (promo)
die	Bohne/ -n	the bean
das	Jahrzehnt/ -e	the decade
die	Harfe/ -n	the harp
die	Hauptschule/ -n	the general seconary school ('H_')
der	Hamster/ -	the hamster
die	Sterblichkeit/ -en	the mortality/ the mortality rate
der	Stadtteil/ -e	the district, the part of the city
der	Pfosten/ -	the post (as in wooden post, etc.) pole, stake
die	Enzyklopädie/ -n	the encyclopedia (E-)
die	Broschüre/ -n	the brochure, leaflet, pamphlet, booklet ('Prospekt' or ...)
die	Italienerin/ -nen	the Italian female
der	Brokkoli	the broccoli (no plural)
der	Torwart/ -e	the goalkeeper
die	Schlaftablette/ -n	the sleeping pill (not 'Schlafmittel')
die	Konditorei/ -en	the confectionary, pastry shop, cake shop
der	Schuldschein/ -e	the IOU (I owe you)
der	Bankdirektor/ -en	the bank manager
der	Teig/ -e	the dough, pastry, batter (for pancakes, waffles, etc. )
das	Einzelkind/ -er	the only child
der	Angler/ -	the Angler, fisherman, fisher
der	Schlüsselbund/ -"e	the keyring, set of keys, bunch of keys
die	Sünde/ -n	sin, transgression
der	Nachttisch/ -e	the nightstand, night table
der	Krimi/ -s	the crime film/novel/story
die	Auswirkung/ -en	the impact, ramification, repercussion, effect, consequence ('A_')
der	Bizeps/ -e	the biceps
die	Metzgerei/ -en	the butcher shop, meat market ('M_')
die	Pflaume/ -n	the plum
das	Motorboot/ -e	the motorboat
die	Arbeiterklasse	the working class (no plural)
die	Altstadt/ -"e	the old downtown, historic downtown, old city center, historic district
die	Gebrauchsanweisung/ -en	the operator's manual, operating manual, operating instructions, directions, signature on prescriptions
der	Fahrplan/ -"e	The timetable, schedule (train, bus, etc.), road map
der	Dokumentarfilm/ -e	the documentary film
der	Projektor/ -en	the projector
die	Startseite	the homepage, front page
der	Tunnel/ -	the tunnel
das	Merkmal/ -e	the feature, trait, characteristic, attribute ('M_')
der	Gulden/ -	the guilder (former Dutch currency)
die	Drogerie/ -n	the drugstore, (Apotheke, or ...)
die	Tabelle/ -n	the spreadsheet, chart, table, schedule
die	Weltreise/ -n	the world tour, world cruise, trip around the world
der	Misserfolg/ -e	failure, fiasco, flop ('M_'
die	Wiedervereinigung	the reunification, reintegration, reunion, (German) reunification, reunification of Europe (no plural)
die	Bundesregierung/ -en	the federal government
die	Sonnencreme/ -s	the suntan lotion
der	Schaukelstuhl/ -"e	the rocking chair
die	Kaffeemaschine/ -n	the coffee machine, coffee maker
die	Kunstgalerie/ -n	the art gallery ('K_')
der	Rückspiegel/ -	the rear-view mirror
das	Bußgeld/ -er	the fine, penalty ('B_')
die	Rolltreppe/ -n	the escalator, moving stairs
das	Taschenmesser/ -	the pocket knife, penknife
der	wolf/ -"e	the wolf
der	Backofen/ -"	the baking oven
die	wüste/ -n	the desert, wasteland, wilderness
der	Maurer/ -	the mason, bricklayer (Steinmetz, or ...)
der	rtig	such, of this/that kind, of this/that sort, of this/that type (derart, or ...)
die	Talkshow/ -s	the talk show
die	Umleitung/ -en	the detour, diversion, redirection, rerouting
die	Ikone/ -n	the icon
die	Einkaufsliste/ -n	the purchase list, shopping list, grocery list
der	Entwickler/ -	developer, designer
der	Rundfunk	the broadcast, broadcasting, radio (no plural) ('R_')
der	Cheddar	the cheddar (cheese) (no plural)
die	Empfangsdame/ -n	the female receptionist
die	Sardine/ -n	the sardine
die	Konsequenz/ -en	the consequence ('Folge' or ...)
die	Rückfahrt/ -en	the return trip
das	Meerschweinchen/ -	the guinea pig
der	Wochentag/ -e	the weekday, day of the week
der	Taschenrechner/ -	the calculator, pocket calculator, calculators
die	Krippe/ -n	manger (biblical), the crib (baby bed) children's daycare center
der	Hagel	the hail, volley (of gunfire) (no plural)
die	Anforderung/ -en	the demand, requirement, request (A_)
der	Ausweg/ -e	the way out, escape, resort, outlet
der	Ausfall/ -"e	outage, failure, breakdown, absence ('A_')
die	Einbahnstraße/ -n	the one way street
der	Kiosk/ -e	the kiosk
die	Redefreiheit	freedom of speech (no plural)
der	Dosenöffner/ -	the can opener
die	Postleitzahl/ -en	the postal code
der	Luftdruck/ -"e	the air pressure, atmospheric pressure, barometric pressure, tire pressure (am)
der	Klebstoff/ -e	the glue, adhesive, paste (not 'Kleber,' 'Leim'
der	Abfalleimer/ -	the rubbish bin, garbage can ('Mülltonne', 'Mülleimer', ...)
die	Grafik/ -en	the chart, diagram, graphic ('Schaubild' or ...)
die	Modenschau/ -en	the fashion show
die	Verschmutzung/ -en	the pollution, contamination
die	Briefmarke/ -n	the postage stamp
die	Heimfahrt/ -en	the drive home, journey home
der	Schlussverkauf/ -"e	the sale, clearance sale, end of season sale, closing out sale
das	Sweatshirt/ -s	the sweatshirt
die	Flugnummer/ -n	the flight number
die	Gleichberechtigung	the equality, equal rights, equal status (no plural) ('G_')
der	Idealismus	the idealism (no plural)
der	Auszug/ -"e	the extract, excerpt, statement (of account), digest
der	Harz	the Harz Mountains (no plural)
der	Stundenplan/ -"e	the schedule (edu), class schedule, time table (Br)
die	Ode/ -n	the ode
das	Sozialamt/ -"er	the social security department, social services department,
die	Einnahme/ -n	the revenue, income, intake
die	Erfrischungen	the refreshments (plural only)
das	Reiseziel/ -e	the travel destination
das	Synonym/ -e	the synonym
das	Turnen	the gymnastics (no plural)
der	Fußgänger/ -	the pedestrian, pedestrians, walker, walkers
die	Hausnummer/ -n	the house number
das	Leitungswasser	the faucet water, water from the faucet, tap water, piped water (no plural)
die	Pappe/ -n	the cardboard, pasteboard, carton, driver's license
der	Sitzplatz/ -"e	the seat, seating position
das	Doppelbett/ -en	the double bed
der	Büstenhalter/ -	the bra, brassiere
das	Tischtuch/ -"er	the tablecloth
der	Untergrund/ -"e	the underground (all senses), subsoil, subfloor
das	Ferienhaus/ -"er	the vacation home, summer cottage
der	Waschsalon/ -s	the laundromat
das	Fernsehprogramm/ -e	the Television Program, TV show (not 'S...')
der	Hausarzt/ -"e	the male family doctor, general practitioner
der	Kognak	the cognac (no plural)
der	Fingernagel/ -"	the fingernail
der	Aktienmarkt/ -"e	the stock market ('A-')
die	Kaffeekanne/ -n	the coffee pot
der	eintrag/ -"e	the entry, record, item, input
die	Sinfonie/ -n	the symphony
der	Import/ -e	the import (Einfuhr, Bedeutung, or ...)
die	Genetik/ -	the genetics (no plural)
der	Warteraum/ -"e	the waiting room
das	Möbelstück/ -e	the piece of furniture
der	Weinberg/ -e	the vineyard
der	Freundeskreis/ -e	the circle of friends
der	Teelöffel/ -	the teaspoon
die	Anwendung/ -en	the application, use, implementation ('A_')
die	Dienstleistung/ -en	the service, services
der	Muttertag/ -e	the Mother's Day
der	Niederschlag/ -"e	the precipitation, rainfall, downpour
der	Schwarzwald	the Black Forest (no plural)
der	Einkaufswagen	the shopping cart
das	Radfahren	the cycling, bicycling (no plural)
die	Deckung/ -en	the cover, coverage (ins, fin) cover (protective)
der	Vatertag/ -e	the Father's Day
das	Kleidungsstück/ -e	the article of clothing
der	Geldschein/ -e	the banknote ('G_')
der	Zeh/ -en	the toe
der	Föhn/ -e	the blow dryer
das	Lebensmittelgeschäft/ -e	the grocery store (Lebensmittelmarkt, or... 'L_')
der	Bundeskanzler/ -	the Federal Chancellor
die	Thermosflasche/ -n	the thermos
die	Eisbahn/ -en	the ice rink
der	Schwerpunkt/ -e	the emphasis, focus
der	Wohnort/ -e	the place of residence
der	Wettlauf/ -"e	the foot race, race (also fig)
das	Lampenfieber/ -	the stage fright
der	Tennisplatz/ -"e	the tennis court
die	Einwanderung/ -en	the immigration (E~)
die	Geburtstagskarte/ -n	the birthday card
der	Personalausweis/ -e	the ID card, identification card
das	Bügeleisen/ -	the iron (for clothes)
der	Erste Weltkrieg	First World War
die	Türkin/ -nen	the female Turk
das	Wohnhaus/ -"er	the residential building
das	Kochbuch/ -"er	the cookbook
der	Tourismus	tourism (no plural)
der	Herzschlag/ -"e	the heartbeat, heartthrob
das	Keyboard/ -s	the musical keyboard
die	Nordsee	the North Sea (no plural)
der	Liebhaber/ -	the fan, lover, admirer, enthusiast, aficionado
die	Pressefreiheit	the freedom of the press (no plural)
der	Prospekt/ -e	the brochure, leaflet, backdrop, catalogue
die	Raststätte/ -n	the rest area (on a motorway)/ the roadhouse
das	Barometer/ -	the barometer
der	Kunststoff/ -e	the plastic, plastics, synthetic, synthetic material
die	Oberschicht/ -en	the upper class, elite, top layer
die	Kochin/ -nen	the female cook
das	Klavierkonzert/ -e	the piano concerto
die	Aula/ -s	the school auditorium, the assembly hall, main lecture hall
das	Hauptgericht/ -e	the entrée, main dish, main course
der	Wohnblock/ -"e	the apartment building, block of flats, block of houses (W_)
das	Scheckheft/ -e	the checkbook ('Scheckbuch' or ...)
die	Kontaktlinse/ -n	the contact lense
die	Datenbank/ -en	the database, databank
die	Volksmusik/ -en	the folk music
das	Mietshaus/ -"er	the tenant-occupied building, apartment building, rental building (M_)
der	Automechaniker/ -	the car mechanic
die	Sparkasse/ -n	the savings bank
die	Aktiengesellschaft/ -en	the corporation (A_)
das	Bücherregal/ -e	the bookcase
die	Botanik	the botany (no plural)
der	Gemüsehändler/ -	the vegetable dealer, vegetable market
die	Relativitätstheorie	the theory of relativity (no plural)
die	Verhütung/ -en	the contraception (V_)
das	Waschpulver/ -	the laundry detergent powder
der	Gasherd/ -e	the gas stove/ the gas cooktop
die	Ausrüstung/ -en	equipment, apparatus, gear
die	Rundfahrt/ -en	the round trip
die	Gaststätte/ -n	the cheap restaurant ('G_')
die	Furche/ -n	the furrow
die	Plakatwand/ -"e	billboard, hoarding, advertisement board
der	Ministerpräsident/ -en/ -en	the prime minister
das	Skilaufen	the skiing (as an activity) (no plural) ('Skifahren" or ...)
die	Pianistin/ -nen	the female pianist
die	Hausaufgabe/ -n	the homework assignment
die	Rechtskurve/ -n	the right-hand curve/bend, curve/bend to the right, sharp deviation to the right
der	Wegfall/ -	the elimination, omission, discontinuation, cessation
die	Geographie	the geography (no plural) ('Erdkunde' or ...)
die	Komposition/ -en	the composition
der	Igel/ -	the hedgehog
das	Schimpfwort/ -"er	the cuss word, expletive, profane word, profanity
die	Klarinette/ -n	the clarinet
das	Büfett/ -s	the buffet
die	Akzeptanz	the acceptance, acceptability (no plural)
der	Hauptbahnhof/ -"e	the main railroad station, main railway station
der	Lehrplan/ -"e	the curriculum, syllabus, lesson plan
der	Audi/ -s	the Audi (german automobile manufacturer)
das	Verkehrsmittel/ -	the means of transportation
die	Halsschmerzen	the sore throat (plural only)
die	Ansichtskarte/ -n	the picture postcard, postcard
der	Zebrastreifen/ -	the crosswalk ('Z_')
der	Festtag/ -e	the public holiday ('Feiertag' or ...)
der	Personalchef/ -s	the personnel manager
der	Briefumschlag/ -"e	the envelope ('Umschlag' or ...)
die	Logistik/ -	the logistics, planning and exectution
die	Touristenattraktion/ -en	the tourist attraction
der	Moskito/ -s	the mosquito (Mücke, or ...)
der	Rowdy/ -s	the thug, hooligan
der	Ruhm	fame, glory, renown
der	Rasierer/ -	the razor, the shaver
das	Steuerrad/ -"er	the steering wheel ('S_')
der	Farbfernseher/ -	the Color TV
der	Mozzarella/ -s	the mozzarella
der	Wellensittich/ -e	the parakeet, budgie
die	Chronik/ -en	the chronicle, history, timeline
die	Tulpe/ -n	the tulip
das	Etui/ -s	the case (small box, holder, receptacle), pencil case
die	Diele/ -n	the hallway, plank, floorboard.
der	Fremdenführer/ -	the tour guide ('F'_)
der	Tausendfüßler/ -	the millipede, thousand legger (us. col)
die	Fassung/ -en	the composure, socket (lightbulb socket), version, frame, edition
der	Kork/ -e	the cork
das	Anzeichen/ -	evidence, indication, (early) sign, symptom (medical)
der	Walkman/ die Walkmen	the walkman
die	Aufheiterung/ -en	the brighter period, clearing up
die	Sitzung/ -en	the session, meeting, conference, sitting
das	Sparkonto/ -s	the savings account
die	Staatskasse/ -n	the state treasury, government koffer
das	Taschenbuch/ -"er	the paperback
der	Stadtplan/ -"e	the map of the city or town
die	Richtigkeit/ -en	the correctness
der	Draht/ "-e	the wire, filament
die	Kinderlähmung	the polio (no plural)
die	Mehrzahl	the majority (no plural) ('Mehrheit,' Großteil' or ... 'M'_)
das	Spülbecken/ -	the sink (Waschbecken, Spüle, or ...)
der	Schopf/ -"e	the tuft of hair, schock of hair
die	Musikerin/ -nen	the female musician
das	Computerspiel/ -e	the computer game
die	Bildhauerei/ -en	the art of sculpting
der	Griff/ -e	the grasp, handle, grip ('G_')
der	Blindenhund/ -e	the guide dog
der	Vorfahr/ -en/ -en	the ancestor, forefather (' Vorgänger,' or 'V_')
die	Mandarine/ -n	the mandarin orange
die	Kinderabteilung/ -en	the children's department
die	Privatschule/ -n	the private school
die	Zoologie	the zoology (no plural)
der	Bahnübergang/ -"e	the railroad crossing
der	Stand/ - "e	the position, standing, stand, state, status, condition
die	Zwischenprüfung/ -en	the exam after two years of college
der	Gourmet/ -s	the gourmet
das	Fahrgeld/ -er	the fare (bus, car, etc.)
die	Mitgliedschaft/ -en	the membership (not 'zugehörigkeit')
das	Telefongespräch/ -e	the telephone conversation
die	Utopie/ -n	the utopia
der	Schuhmacher/ -	the shoemaker
die	Niederlande	the Netherlands (plural only)
das	Kriterium/ die Kriterien	the criterion
die	Slowakei	the Slovakia (no plural)
der	Hausmann/ -"er	the househusband
der	Heizkörper/ -	the radiator, heater, heating element, heating apparatus
der	Notfall/ -"e	the emergency, case of emergency
die	Urgroßmutter/ -"	the great grandmother
der	Schulbeginn	the beginning of school (no plural)
der	Wintermantel/ -"	the winter coat
die	Reifenpanne/ -n	the flat, flat tire, blowout
die	Einkaufstasche/ -n	the shopping bag
der	Bierbauch/ -"e	the beer belly
der	Tennisschläger/ -	the tennis racket
die	Tiefkühltruhe/ -n	the freezer
das	Präzisionsinstrument/ -e	the precision instrument
die	Mikrobiologie	the microbiology (no plural)
der	Rotkohl	the red cabbage (no plural)
das	Nomen/ -	the noun ('N_')
das	Privathaus/ -"er	the private home
die	Überschrift/ en	the heading, caption, headline, title
der	Pendler/ -	the commuter
der	Kopfsalat/ -e	the head of lettuce
die	Morgentoilette/ -n	the morning rituals
die	Gardine/ -n	the curtain, drape, net curtain ('Vorhang' or ...)
die	Karikatur/ -en	the caricature
das	Glatteis	the sheet of ice, black ice, smooth black hair (no plural)
die	Süßigkeit/ -en	the candy, treat, sweet, sweetness
der	Schlafraum/ -"e	the bedroom, dormitory room ('schlafzimmer' or ...)
die	Naturwissenschaft/ -en	the natural science ('Naturforschung' or ...)
der	Wintergarten/ -"	the conservatory, solarium, sunroom, winter garden
der	Videorecorder/ -	the video recorder
die	Vorfahrt/ -en	the priority, the right of way (traffic)
die	Berufsberatung/ -en	the career counseling, vocational counseling, career advice
die	Tomatensoße	the tomato sauce (no plural)
die	Innovation/ -en	the innovation ('I_')
die	Sciencefiction	the science fiction (no plural)
die	Dauerwelle/ -n	the perm, permanent (hair)
die	Ostsee	the Baltic Sea (no plural)
der	Kochkurs/ -e	the cooking class, cooking course
die	Berufsschule/ -n	the vocational school
die	Beschränkung/ -en	the constraint, restriction, restraint, limitation
das	Menschenrecht/ -e	the human right
der	Radfahrer/ -	the cyclist
die	Banknote/ -n	the banknote ('B_')
die	Anrichte/ -n	the sideboard, dresser, pantry
das	Grundgesetz/ -e	the constitution, the basic law (not 'Verfassung')
der	Blumenhändler/ -	the male florist
die	Gärtnerin/ -nen	the female gardener
der	Anbieter/ -	the vendor, provider, supplier
die	Friseurin/ -nen	the female hair stylist
die	Nähmaschine/ -n	the sewing machine
der	Vorstand/ -"e	the board (administration), chairman, dean, director
der	Brieffreund/ -e	the (male) pen pal
der	Backstein/ -e	the brick ('Ziegelstein', 'Ziegel', or ...)
die	Einbrecherin/ -nen	the female burglar
die	Kritikerin/ -nen	the female critic
das	Substantiv/ -e	the noun ('S_')
der	Reisebegleiter/ -	the traveling companion, chaperon
das	Oktoberfest/ -	the Octoberfest
der	Arbeitnehmer/ -	the employee ('A_')
die	Sandale/ -n	the sandals
das	Notebook/ -s	the notebook (computer)
der	Reisebus/ -se	the tour bus
die	Gastronomie	the catering (no plural), gastronomy, food service industry
das	Pfingsten/ -	the Pentecost
die	Haarbürste/ -n	the hairbrush
das	Kännchen/ -	the small jug, small can, small pot
der	Grenzübergang/ -"e	the border crossing, checkpoint
die	Eselsbrücke/ -n	the mnemonic device
der	Turnschuh/ -e	the gym shoe, the sneaker
der	Buchenwald/ -"er	the beech forest
der	Fußweg/ -e	the sidewalk, footpath, walkway, pathway
die	Entwicklung/ -en	the development, progress, evolution (development)
die	Neuerung/ -en	the innovation, improvement, reform ('N_')
der	Arbeitsraum/ -"e	the study ('Arbeitszimmer' or ...)
der	Zeichentrickfilm/ -e	the cartoon
das	Spülmittel/ -	the dishwashing liquid
der	Informatiker/ -	the computer scientist
das	Stofftier/ -e	the stuffed animal
das	Modegeschäft/ -e	the fashion store (M~)
die	Geschwindigkeitsbegrenzung/ - en	the speed limit
der	Luftschutzkeller/ -	the air-raid shelter
der	Auswanderer/ -	the emigrant ('A_')
die	Eisenbahnlinie/ -n	the rail line, railroad line, railway line ('E~')
die	Griechin/ -nen	the female Greek person
das	Weinglas/ -"er	the wine glass
das	Mitbringsel/ -	the small gift (brought to give to a host)
die	Waschküche/ -n	the laundry room ('Wa_')
der	Auszubildende/ -n	the apprentice, trainee ('A_')
der	Tatort/ -e	scene of the crime, crime scene, place where event occurs
die	Rentenversicherung/ -en	the pension insurance, pension insurance fund
das	Präsens/ die Präsentia	the present tense
der	Teppichboden/ -"	the carpeted floor
die	Haarsträhne/ -n	the strand of hair
die	Kuckucksuhr/ -en	the cuckoo clock
die	Ferienzeit/ -en	the holiday season, holiday period, vacation time
der	Ferienjob/ -s	the summer job/ the vacation job
das	Tagesmenü/ -s	the menu of the day
der	Konzertsaal/ die Konzertsäle	the concert hall
der	Zweisitzer/ -	the two-seater
die	Erschöpfung/ -en	depletion, exhaustion, fatigue
der	Universitätsabschluss/ -"e	the university degree ('U_')
der	Hörsaal/ die Hörsäle	the lecture hall
